x_src,y_src,x_ref,y_ref,confidence,is_inlier
440.0000,120.0000,439.9995,120.0254,1.0000,1
880.0000,440.0000,880.0388,440.0068,1.0000,1
776.0000,448.0000,776.0147,447.9946,1.0000,1
832.0000,432.0000,832.0104,431.9863,1.0000,1
912.0000,328.0000,912.0079,328.0146,1.0000,1
904.0000,352.0000,904.0287,351.9519,1.0000,1
928.0000,336.0000,928.0054,335.9803,1.0000,1
248.0000,184.0000,248.0036,183.9849,1.0000,1
920.0000,480.0000,920.0026,479.9960,1.0000,1
584.0000,144.0000,583.9515,143.9102,1.0000,1
512.0000,152.0000,512.0446,151.9935,1.0000,1
512.0000,320.0000,512.0027,319.8960,1.0000,1
896.0000,64.0000,895.9691,63.9617,1.0000,1
584.0000,336.0000,583.8614,335.9846,1.0000,1
552.0000,288.0000,551.9936,288.0099,1.0000,1
152.0000,128.0000,151.9854,127.9871,1.0000,1
864.0000,56.0000,863.9916,55.9836,1.0000,1
552.0000,280.0000,552.0049,279.9552,1.0000,1
256.0000,304.0000,255.9957,303.9638,1.0000,1
776.0000,64.0000,775.9508,63.9785,1.0000,1
40.0000,200.0000,40.0110,200.0250,1.0000,1
296.0000,504.0000,296.0096,503.9626,1.0000,1
608.0000,240.0000,608.0193,240.0538,1.0000,1
24.0000,192.0000,23.9607,192.0453,1.0000,1
80.0000,80.0000,80.0035,79.9745,1.0000,1
240.0000,56.0000,239.9939,56.0153,1.0000,1
936.0000,472.0000,935.9886,471.9872,1.0000,1
136.0000,160.0000,135.9965,159.9806,1.0000,1
344.0000,216.0000,344.0262,215.9881,1.0000,1
128.0000,160.0000,128.0653,159.9745,1.0000,1
200.0000,200.0000,199.9847,199.9630,1.0000,1
808.0000,144.0000,807.9665,144.0363,1.0000,1
840.0000,192.0000,839.9838,191.9943,1.0000,1
736.0000,184.0000,735.9654,183.9991,1.0000,1
680.0000,192.0000,680.0639,192.0000,1.0000,1
936.0000,496.0000,936.0259,495.9857,1.0000,1
944.0000,480.0000,944.0035,480.0213,1.0000,1
944.0000,488.0000,943.9959,487.9948,1.0000,1
944.0000,504.0000,943.9886,504.0177,1.0000,1
464.0000,376.0000,464.1083,376.0084,1.0000,1
840.0000,176.0000,839.9940,176.0365,1.0000,1
464.0000,360.0000,463.9825,359.9607,1.0000,1
624.0000,472.0000,623.9644,472.0153,1.0000,1
920.0000,240.0000,920.0096,240.0095,1.0000,1
488.0000,488.0000,488.0011,488.0162,1.0000,1
248.0000,272.0000,247.9956,272.0080,1.0000,1
296.0000,104.0000,296.0027,103.9991,1.0000,1
784.0000,400.0000,783.9844,400.0039,1.0000,1
360.0000,392.0000,360.0490,392.0140,1.0000,1
928.0000,128.0000,928.0012,127.9866,1.0000,1
72.0000,88.0000,72.0053,88.0240,1.0000,1
88.0000,88.0000,88.0128,87.9818,1.0000,1
984.0000,40.0000,984.0077,39.9837,1.0000,1
448.0000,520.0000,448.0461,519.9745,1.0000,1
328.0000,120.0000,327.9627,120.0419,1.0000,1
952.0000,152.0000,952.0093,151.9734,1.0000,1
248.0000,264.0000,247.9900,263.9699,1.0000,1
176.0000,208.0000,176.0139,208.0152,1.0000,1
208.0000,192.0000,208.0031,191.9972,1.0000,1
232.0000,208.0000,231.9892,208.0201,1.0000,1
912.0000,408.0000,912.0102,408.0003,1.0000,1
368.0000,248.0000,368.0070,248.0096,1.0000,1
216.0000,232.0000,215.9983,231.9671,1.0000,1
776.0000,456.0000,776.0173,455.9874,1.0000,1
848.0000,472.0000,848.0067,471.9735,1.0000,1
360.0000,384.0000,359.9697,383.9883,1.0000,1
272.0000,488.0000,271.9921,488.0417,1.0000,1
632.0000,296.0000,631.9798,295.9344,1.0000,1
904.0000,344.0000,903.9842,343.9715,1.0000,1
456.0000,504.0000,455.9594,503.9915,1.0000,1
240.0000,280.0000,239.9951,279.9905,1.0000,1
328.0000,104.0000,327.9605,103.9769,1.0000,1
464.0000,488.0000,463.9971,488.0013,1.0000,1
552.0000,304.0000,551.9995,304.0086,1.0000,1
536.0000,336.0000,536.0053,336.0388,1.0000,1
600.0000,336.0000,600.0121,336.0200,1.0000,1
472.0000,520.0000,471.9505,519.9728,1.0000,1
792.0000,352.0000,791.9913,352.0241,1.0000,1
520.0000,472.0000,519.8648,472.0018,1.0000,1
416.0000,256.0000,416.0044,255.9644,1.0000,1
432.0000,256.0000,432.0597,256.0203,1.0000,1
656.0000,112.0000,655.9662,112.0113,1.0000,1
880.0000,248.0000,880.0256,248.0060,1.0000,1
880.0000,240.0000,879.9846,239.9925,1.0000,1
792.0000,216.0000,792.0090,215.9682,1.0000,1
192.0000,32.0000,192.0082,32.0068,1.0000,1
208.0000,32.0000,208.0171,32.0059,1.0000,1
616.0000,128.0000,616.0543,127.9549,1.0000,1
432.0000,248.0000,432.0105,248.0163,1.0000,1
912.0000,320.0000,912.0029,320.0114,1.0000,1
992.0000,248.0000,991.9971,247.9964,1.0000,1
904.0000,360.0000,904.0046,360.0248,1.0000,1
904.0000,392.0000,903.9656,391.9928,1.0000,1
504.0000,96.0000,504.0423,95.9963,1.0000,1
952.0000,88.0000,951.9843,88.0263,1.0000,1
880.0000,384.0000,879.9929,384.0279,1.0000,1
784.0000,392.0000,783.9821,392.0144,1.0000,1
880.0000,392.0000,879.9921,392.0026,1.0000,1
848.0000,400.0000,847.9846,400.0088,1.0000,1
800.0000,352.0000,800.0417,351.9859,1.0000,1
784.0000,344.0000,784.0043,344.0212,1.0000,1
792.0000,400.0000,792.0289,400.0492,1.0000,1
312.0000,80.0000,311.9613,79.9645,1.0000,1
896.0000,448.0000,895.9830,447.9948,1.0000,1
776.0000,352.0000,776.0207,352.0084,1.0000,1
792.0000,392.0000,791.9982,391.9829,1.0000,1
960.0000,128.0000,960.0046,127.9974,1.0000,1
48.0000,224.0000,48.0099,223.9682,1.0000,1
976.0000,56.0000,975.9080,56.1184,1.0000,1
840.0000,472.0000,840.0051,472.0141,1.0000,1
200.0000,208.0000,199.9774,207.9824,1.0000,1
352.0000,248.0000,352.0135,247.9537,1.0000,1
896.0000,408.0000,896.0031,407.9838,1.0000,1
128.0000,256.0000,127.9961,255.9714,1.0000,1
224.0000,256.0000,224.0686,256.0570,1.0000,1
632.0000,424.0000,632.0103,424.0323,1.0000,1
632.0000,88.0000,631.8774,87.8898,1.0000,1
536.0000,104.0000,535.9965,104.0099,1.0000,1
432.0000,216.0000,432.0350,216.0357,1.0000,1
648.0000,32.0000,648.0270,32.0573,1.0000,1
480.0000,160.0000,479.9851,160.0301,1.0000,1
648.0000,16.0000,647.9944,15.9558,1.0000,1
592.0000,48.0000,592.0557,48.0015,1.0000,1
280.0000,48.0000,279.9912,47.9993,1.0000,1
200.0000,216.0000,199.9973,215.9844,1.0000,1
336.0000,208.0000,335.9895,207.9895,1.0000,1
88.0000,352.0000,87.9859,352.0265,1.0000,1
32.0000,88.0000,31.9937,88.0323,1.0000,1
368.0000,352.0000,368.0808,352.0480,1.0000,1
480.0000,504.0000,480.0045,503.9353,1.0000,1
480.0000,488.0000,479.9350,487.9414,1.0000,1
296.0000,496.0000,296.0320,495.9566,1.0000,1
520.0000,320.0000,519.9907,320.0383,1.0000,1
328.0000,96.0000,327.9493,96.0176,1.0000,1
88.0000,96.0000,88.0087,95.9722,1.0000,1
16.0000,192.0000,15.9926,192.0268,1.0000,1
376.0000,400.0000,375.9619,399.9061,1.0000,1
248.0000,304.0000,248.0014,303.9892,1.0000,1
488.0000,512.0000,488.0004,512.0147,1.0000,1
464.0000,512.0000,463.9513,511.9442,1.0000,1
40.0000,88.0000,39.9893,88.0406,1.0000,1
56.0000,208.0000,55.9895,207.9757,1.0000,1
48.0000,192.0000,48.0057,192.0067,1.0000,1
808.0000,376.0000,808.0285,376.0090,1.0000,1
920.0000,136.0000,920.0059,136.0103,1.0000,1
1000.0000,40.0000,999.9887,40.0115,1.0000,1
136.0000,96.0000,135.9996,95.9943,1.0000,1
56.0000,224.0000,55.9830,223.9895,1.0000,1
440.0000,416.0000,440.0140,416.0102,1.0000,1
928.0000,144.0000,927.9492,144.0235,1.0000,1
648.0000,128.0000,647.9724,128.0476,1.0000,1
736.0000,80.0000,736.0441,80.0007,1.0000,1
576.0000,48.0000,575.9235,48.0568,1.0000,1
632.0000,72.0000,631.9150,71.9492,1.0000,1
744.0000,136.0000,743.9681,135.9962,1.0000,1
584.0000,48.0000,584.0571,47.8051,1.0000,1
600.0000,208.0000,600.0339,208.0022,1.0000,1
136.0000,264.0000,135.9955,263.9746,1.0000,1
168.0000,216.0000,167.9886,215.9771,1.0000,1
144.0000,128.0000,143.9962,127.9956,1.0000,1
248.0000,72.0000,247.9959,71.9891,1.0000,1
352.0000,256.0000,352.0034,255.9800,1.0000,1
256.0000,248.0000,256.0047,248.0449,1.0000,1
336.0000,104.0000,336.0396,104.0276,1.0000,1
904.0000,192.0000,903.9993,192.0149,1.0000,1
336.0000,192.0000,336.0099,191.9642,1.0000,1
256.0000,184.0000,256.0025,183.9936,1.0000,1
176.0000,408.0000,175.9447,408.0455,1.0000,1
136.0000,288.0000,136.0059,287.9943,1.0000,1
